Equipment_ID,Base_ID,Base,Type_ID,Equipment_Type,Category,Status,Last_Service,Next_Service,Fuel_Used_L,Operating_Hours,Maintenance_Cost_INR,Spare_Parts,Readiness_Pct,Downtime_Days,Is_Critical
EQ-1547,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-27,2026-09-25,534,200,21700,Available,85.7,0,0
EQ-1548,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-31,2026-09-14,375,247,58600,Critical Shortage,91.0,0,0
EQ-1549,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-28,2026-08-27,255,213,111000,Available,98.7,0,0
EQ-1550,B07,Siliguri,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-15,2026-08-29,551,164,46700,Available,88.4,0,0
EQ-1551,B03,Bhopal,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-08-03,2026-09-02,243,199,103600,Available,95.9,0,0
EQ-1552,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-23,2026-09-06,344,250,59000,Critical Shortage,92.1,0,0
EQ-1553,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-14,2026-08-13,545,227,21500,Available,80.9,0,0
EQ-1554,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-08,2026-08-07,517,186,17900,Available,89.3,0,0
EQ-1555,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-14,2026-08-28,369,280,59700,Available,96.6,0,0
EQ-1556,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-30,2026-08-14,320,235,48700,Low,99.0,0,0
EQ-1557,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-23,2026-10-06,597,170,52200,Available,91.8,0,0
EQ-1558,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-09,2026-09-07,435,155,28100,Available,62.3,4,0
EQ-1559,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-27,2026-09-10,757,214,52700,Low,81.0,0,0
EQ-1560,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-24,2026-09-22,401,156,17300,Available,82.5,0,0
EQ-1561,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-20,2026-09-03,425,277,57100,Low,96.7,0,0
EQ-1562,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-11,2026-09-09,714,268,22000,Available,98.3,0,0
EQ-1563,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-14,2026-08-13,286,238,117200,Available,80.0,0,0
EQ-1564,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-01,2026-08-15,373,240,60800,Critical Shortage,87.4,0,0
EQ-1565,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Maintenance,2026-07-20,2026-08-19,268,255,204800,Critical Shortage,46.6,9,1
EQ-1566,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-19,2026-10-17,883,174,73100,Available,95.0,0,0
EQ-1567,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-05,2026-09-03,204,83,15900,Available,88.7,0,0
EQ-1568,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-08,2026-09-06,336,129,30300,Critical Shortage,64.0,3,0
EQ-1569,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-11,2026-08-25,189,147,51800,Available,87.4,0,0
EQ-1570,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Out of Service,2026-07-02,2026-08-16,327,238,107500,Available,27.2,41,1
EQ-1571,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-30,2026-08-29,480,175,19200,Low,96.4,0,0
EQ-1572,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-12,2026-08-11,638,250,32900,Low,56.4,6,1
EQ-1573,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-30,2026-09-13,398,279,56400,Available,98.6,0,0
EQ-1574,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-06,2026-08-05,404,165,21000,Available,82.9,0,0
EQ-1575,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-04,2026-08-03,263,236,94200,Low,83.2,0,0
EQ-1576,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-21,2026-09-04,188,127,50400,Available,97.7,0,0
EQ-1577,B02,Kanpur,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-23,2026-09-21,417,206,146500,Available,91.4,0,0
EQ-1578,B06,Jodhpur,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-25,2026-08-24,528,233,153800,Available,97.4,0,0
EQ-1579,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-07,2026-08-06,274,108,23900,Available,46.5,6,1
EQ-1580,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-15,2026-08-14,621,226,23600,Available,97.0,0,0
EQ-1581,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-31,2026-08-29,985,211,88400,Available,91.2,0,0
EQ-1582,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-30,2026-08-28,772,174,69300,Available,96.1,0,0
EQ-1583,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-15,2026-08-29,860,226,58400,Available,84.4,0,0
EQ-1584,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-13,2026-09-11,782,277,21600,Available,85.3,0,0
EQ-1585,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-12,2026-08-11,511,183,17400,Available,95.8,0,0
EQ-1586,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-28,2026-08-26,947,207,68900,Low,93.6,0,0
EQ-1587,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-24,2026-08-23,433,154,17700,Available,98.5,0,0
EQ-1588,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-28,2026-09-11,282,209,59200,Critical Shortage,94.3,0,0
EQ-1589,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-06-16,2026-07-31,427,309,78600,Low,46.7,10,1
EQ-1590,B05,Leh,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-19,2026-09-17,325,152,112800,Available,92.2,0,0
EQ-1591,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-02,2026-08-16,362,264,50600,Critical Shortage,89.4,0,0
EQ-1592,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-05-28,2026-07-12,351,231,94500,Available,61.3,18,0
EQ-1593,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-08-04,2026-11-02,1000,218,71900,Available,98.0,0,0
EQ-1594,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-08,2026-09-06,462,190,18500,Available,94.5,0,0
EQ-1595,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-10,2026-09-08,606,221,43200,Low,63.1,6,0
EQ-1596,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-06,2026-08-05,427,152,27000,Low,56.8,17,1
EQ-1597,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-21,2026-08-05,342,243,54800,Available,98.6,0,0
EQ-1598,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-22,2026-09-20,736,146,76200,Available,84.9,0,0
EQ-1599,B08,Pune,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-08-01,2026-10-30,815,172,68500,Available,84.7,0,0
EQ-1600,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-10,2026-10-08,1019,213,80500,Low,83.9,0,0
EQ-1601,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-02,2026-08-01,269,232,116800,Available,89.3,0,0
EQ-1602,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Out of Service,2026-07-15,2026-08-29,266,204,98600,Available,22.5,37,1
EQ-1603,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-17,2026-09-15,564,214,20200,Available,85.7,0,0
EQ-1604,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-23,2026-08-22,645,236,37100,Available,59.9,11,1
EQ-1605,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-06-19,2026-08-03,366,284,101000,Available,51.9,14,1
EQ-1606,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-19,2026-09-02,560,372,77500,Low,96.6,0,0
EQ-1607,B06,Jodhpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-23,2026-08-06,516,156,48100,Available,95.5,0,0
EQ-1608,B06,Jodhpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-06,2026-08-05,149,132,95300,Available,87.6,0,0
EQ-1609,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-20,2026-08-04,233,153,43900,Available,95.1,0,0
EQ-1610,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-08-05,2026-09-04,289,269,107700,Available,98.4,0,0
EQ-1611,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-05-14,2026-08-12,1107,227,155500,Available,62.7,3,0
EQ-1612,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-29,2026-08-28,476,172,20700,Available,85.9,0,0
EQ-1613,B07,Siliguri,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-15,2026-09-28,809,208,60500,Available,91.3,0,0
EQ-1614,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-05,2026-09-03,360,124,17800,Critical Shortage,95.0,0,0
EQ-1615,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-07-10,2026-10-08,1615,317,180600,Critical Shortage,52.9,16,1
EQ-1616,B02,Kanpur,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-24,2026-08-23,415,201,138400,Available,90.5,0,0
EQ-1617,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-04,2026-08-03,453,179,20800,Low,99.0,0,0
EQ-1618,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-12,2026-08-11,564,207,26800,Low,57.5,6,1
EQ-1619,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-28,2026-09-11,421,288,51500,Available,90.6,0,0
EQ-1620,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-13,2026-09-11,929,206,84600,Low,85.9,0,0
EQ-1621,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-14,2026-09-12,359,139,16800,Available,81.4,0,0
EQ-1622,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-26,2026-08-09,797,218,56000,Available,90.4,0,0
EQ-1623,B04,Delhi,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-19,2026-09-17,695,289,152200,Available,94.5,0,0
EQ-1624,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-17,2026-08-16,277,262,111000,Available,81.3,0,0
EQ-1625,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-20,2026-09-18,688,246,35100,Available,50.0,5,1
EQ-1626,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-20,2026-08-19,398,151,18400,Low,88.1,0,0
EQ-1627,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-02,2026-08-16,289,200,57700,Available,91.4,0,0
EQ-1628,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-13,2026-09-26,697,188,56000,Available,88.3,0,0
EQ-1629,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-18,2026-09-01,378,263,52700,Available,87.3,0,0
EQ-1630,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-26,2026-09-24,552,224,20400,Available,82.5,0,0
EQ-1631,B06,Jodhpur,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-18,2026-08-17,226,110,110400,Available,86.2,0,0
EQ-1632,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-08,2026-09-06,649,243,19200,Available,91.6,0,0
EQ-1633,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-15,2026-08-29,323,250,58500,Available,90.4,0,0
EQ-1634,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-27,2026-09-25,782,173,65700,Critical Shortage,97.1,0,0
EQ-1635,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-10,2026-09-08,664,144,64200,Low,80.0,0,0
EQ-1636,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-06,2026-08-20,374,112,48000,Available,90.9,0,0
EQ-1637,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-23,2026-08-21,1055,236,78400,Available,89.7,0,0
EQ-1638,B01,Lucknow,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-24,2026-09-22,471,198,124900,Available,90.8,0,0
EQ-1639,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-08,2026-09-06,314,116,19100,Available,83.6,0,0
EQ-1640,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-19,2026-09-02,270,182,45200,Available,98.7,0,0
EQ-1641,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-09,2026-08-08,417,159,18800,Low,96.6,0,0
EQ-1642,B08,Pune,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-12,2026-08-10,1470,278,80700,Available,88.3,0,0
EQ-1643,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-17,2026-08-16,414,163,20400,Available,93.5,0,0
EQ-1644,B05,Leh,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-20,2026-09-18,247,119,117800,Available,85.5,0,0
EQ-1645,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-26,2026-09-09,586,182,56200,Critical Shortage,97.4,0,0
EQ-1646,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-08-04,2026-09-18,331,243,52500,Available,94.8,0,0
EQ-1647,B03,Bhopal,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-20,2026-08-19,71,60,80100,Available,85.7,0,0
EQ-1648,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-10,2026-08-08,863,192,75900,Available,91.0,0,0
EQ-1649,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-05-29,2026-07-13,366,246,78300,Available,58.4,13,1
EQ-1650,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-24,2026-08-08,456,301,63100,Low,93.7,0,0
EQ-1651,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-15,2026-08-14,629,258,21800,Available,84.7,0,0
EQ-1652,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-24,2026-08-23,608,225,22800,Available,87.8,0,0
EQ-1653,B08,Pune,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-28,2026-10-11,654,181,49900,Low,94.5,0,0
EQ-1654,B07,Siliguri,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-12,2026-08-11,168,139,88700,Available,91.3,0,0
EQ-1655,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-27,2026-09-25,729,290,22900,Available,86.7,0,0
EQ-1656,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Maintenance,2026-06-10,2026-08-24,740,197,81700,Low,51.4,7,1
EQ-1657,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-27,2026-08-11,368,260,62500,Available,80.5,0,0
EQ-1658,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-10,2026-09-08,488,173,21300,Available,85.2,0,0
EQ-1659,B04,Delhi,ET05,Mobile Radar Unit,Air Defense,Operational,2026-08-01,2026-09-30,423,204,146200,Available,81.4,0,0
EQ-1660,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-08-03,2026-10-02,461,168,34300,Available,55.7,3,1
EQ-1661,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-24,2026-08-23,362,149,17000,Available,81.0,0,0
EQ-1662,B07,Siliguri,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-21,2026-08-19,828,167,67700,Available,81.1,0,0
EQ-1663,B01,Lucknow,ET05,Mobile Radar Unit,Air Defense,Operational,2026-08-05,2026-10-04,461,193,151200,Available,87.2,0,0
EQ-1664,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-01,2026-08-30,359,150,18200,Available,96.5,0,0
EQ-1665,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Out of Service,2026-06-07,2026-07-22,339,217,100900,Low,15.5,20,1
EQ-1666,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-12,2026-08-26,359,266,52300,Low,98.6,0,0
EQ-1667,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-14,2026-08-28,361,244,59700,Available,95.2,0,0
EQ-1668,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-16,2026-09-14,1358,270,82800,Available,85.7,0,0
EQ-1669,B07,Siliguri,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-16,2026-10-14,296,62,54800,Available,87.0,0,0
EQ-1670,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-25,2026-09-08,440,325,65700,Available,84.0,0,0
EQ-1671,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-05,2026-08-19,488,334,58400,Available,81.2,0,0
EQ-1672,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-06-29,2026-09-27,430,91,93600,Available,50.6,3,1
EQ-1673,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-20,2026-10-18,791,177,69500,Available,92.8,0,0
EQ-1674,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-17,2026-10-15,791,176,75900,Available,83.7,0,0
EQ-1675,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-24,2026-10-07,411,124,42600,Low,85.2,0,0
EQ-1676,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-08,2026-08-07,166,156,92100,Critical Shortage,91.2,0,0
EQ-1677,B06,Jodhpur,ET04,Tactical UAV Launcher,Surveillance Systems,Maintenance,2026-07-16,2026-08-15,169,139,158400,Available,58.4,9,1
EQ-1678,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-19,2026-09-17,631,253,19900,Available,88.6,0,0
EQ-1679,B07,Siliguri,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-12,2026-08-11,258,241,115600,Available,94.7,0,0
EQ-1680,B03,Bhopal,ET05,Mobile Radar Unit,Air Defense,Maintenance,2026-08-05,2026-10-04,632,258,231300,Critical Shortage,51.7,6,1
EQ-1681,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-31,2026-10-29,1031,231,84200,Available,80.2,0,0
EQ-1682,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-06,2026-08-20,269,192,56900,Available,96.4,0,0
EQ-1683,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-01,2026-08-15,320,228,58500,Available,80.1,0,0
EQ-1684,B07,Siliguri,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-08,2026-08-22,706,219,60300,Available,84.3,0,0
EQ-1685,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-24,2026-10-22,713,133,72200,Available,95.9,0,0
EQ-1686,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-18,2026-08-17,601,207,34000,Critical Shortage,62.9,9,0
EQ-1687,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-01,2026-08-15,356,245,55500,Low,86.1,0,0
EQ-1688,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-15,2026-09-13,399,158,20800,Low,89.5,0,0
EQ-1689,B07,Siliguri,ET05,Mobile Radar Unit,Air Defense,Maintenance,2026-07-11,2026-09-09,549,230,233400,Critical Shortage,46.3,4,1
EQ-1690,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-12,2026-08-11,563,194,20000,Available,86.6,0,0
EQ-1691,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-25,2026-08-09,364,238,52700,Available,87.7,0,0
EQ-1692,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-01,2026-07-31,641,227,18600,Available,93.3,0,0
EQ-1693,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-18,2026-09-01,301,195,46500,Low,96.9,0,0
EQ-1694,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-07,2026-08-06,519,202,39500,Low,59.8,7,1
EQ-1695,B02,Kanpur,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-30,2026-08-29,546,224,160100,Available,93.2,0,0
EQ-1696,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-06-01,2026-07-16,338,241,86200,Available,49.6,12,1
EQ-1697,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-21,2026-09-04,379,279,66200,Low,98.9,0,0
EQ-1698,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-27,2026-09-10,262,184,54100,Low,85.1,0,0
EQ-1699,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-27,2026-08-11,471,315,70300,Low,83.6,0,0
EQ-1700,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-20,2026-09-03,385,248,56100,Available,80.8,0,0
EQ-1701,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-19,2026-08-18,426,151,36300,Available,62.5,8,0
EQ-1702,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-07-15,2026-08-29,420,322,89900,Available,58.6,7,1
EQ-1703,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-07-28,2026-10-26,794,159,96800,Available,58.6,12,1
EQ-1704,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-16,2026-07-31,231,175,57100,Available,97.3,0,0
EQ-1705,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-10,2026-09-08,571,117,67900,Available,86.6,0,0
EQ-1706,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-30,2026-09-28,563,202,18900,Available,94.8,0,0
EQ-1707,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-08-03,2026-09-17,247,183,55200,Available,93.0,0,0
EQ-1708,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-24,2026-09-22,697,253,23600,Available,98.4,0,0
EQ-1709,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-22,2026-10-20,460,90,64700,Available,92.8,0,0
EQ-1710,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-09,2026-10-07,1286,279,77700,Available,98.1,0,0
EQ-1711,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-22,2026-09-20,531,184,30800,Available,66.5,15,0
EQ-1712,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-14,2026-08-12,971,190,71300,Low,91.0,0,0
EQ-1713,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-26,2026-08-25,426,150,17900,Low,84.6,0,0
EQ-1714,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-12,2026-08-11,509,192,22200,Low,86.6,0,0
EQ-1715,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-17,2026-08-01,357,257,51100,Available,93.2,0,0
EQ-1716,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-10,2026-10-08,1165,250,88900,Available,90.5,0,0
EQ-1717,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-12,2026-08-26,670,200,54100,Available,89.1,0,0
EQ-1718,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-02,2026-08-31,462,181,17900,Available,94.5,0,0
EQ-1719,B02,Kanpur,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-29,2026-09-27,432,176,131200,Low,95.7,0,0
EQ-1720,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-26,2026-08-10,389,256,64000,Available,83.6,0,0
EQ-1721,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-06-02,2026-08-01,521,188,43400,Available,38.5,23,1
EQ-1722,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Out of Service,2026-07-06,2026-08-20,228,157,79700,Low,38.3,34,1
EQ-1723,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-08,2026-08-07,155,127,78200,Available,87.5,0,0
EQ-1724,B01,Lucknow,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-11,2026-08-10,487,232,129800,Available,95.8,0,0
EQ-1725,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-08-02,2026-09-16,390,270,55200,Available,89.7,0,0
EQ-1726,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-10,2026-08-08,862,185,71200,Low,91.9,0,0
EQ-1727,B07,Siliguri,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-07-05,2026-10-03,886,195,141200,Low,52.2,4,1
EQ-1728,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-13,2026-09-11,1112,212,78400,Available,81.5,0,0
EQ-1729,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-11,2026-08-10,432,150,20500,Available,92.0,0,0
